Year,Period,Scheme_description,Residence_county,Recipients
2014,2,Carers Allowance,Wexford,2459
2014,2,Carers Benefit,Wexford,44
2014,2,Illness Benefit,Wexford,2788
2014,2,Disability Allowance,Wexford,3900
2014,2,Invalidity Pension,Wexford,2012
2014,2,Carers Allowance,Wicklow,1469
2014,2,Carers Benefit,Wicklow,41
2014,2,Illness Benefit,Wicklow,2473
2014,2,Disability Allowance,Wicklow,2803
2014,2,Invalidity Pension,Wicklow,1358
2014,2,State Pension Contributory,Carlow,3711
2014,2,State Pension Non Contributory,Carlow,1290
2014,2,Widow(er)'s Contributory Pension,Carlow,1416
2014,2,State Pension Contributory,Cavan,4118
2014,2,State Pension Non Contributory,Cavan,2580
2014,2,Widow(er)'s Contributory Pension,Cavan,1660
2014,2,State Pension Contributory,Clare,7597
2014,2,State Pension Non Contributory,Clare,3672
2014,2,Widow(er)'s Contributory Pension,Clare,2904
2014,2,State Pension Contributory,Cork,34496
2014,2,State Pension Non Contributory,Cork,10339
2014,2,Widow(er)'s Contributory Pension,Cork,13223
2014,2,State Pension Contributory,Donegal,8892
2014,2,State Pension Non Contributory,Donegal,6920
2014,2,Widow(er)'s Contributory Pension,Donegal,3472
2014,2,State Pension Contributory,Dublin,86601
2014,2,State Pension Non Contributory,Dublin,12907
2014,2,Widow(er)'s Contributory Pension,Dublin,30149
2014,2,State Pension Contributory,Galway,13354
2014,2,State Pension Non Contributory,Galway,7602
2014,2,Widow(er)'s Contributory Pension,Galway,5327
2014,2,State Pension Contributory,Kerry,9339
2014,2,State Pension Non Contributory,Kerry,5272
2014,2,Widow(er)'s Contributory Pension,Kerry,3682
2014,2,State Pension Contributory,Kildare,11079
2014,2,State Pension Non Contributory,Kildare,2066
2014,2,Widow(er)'s Contributory Pension,Kildare,4485
2014,2,State Pension Contributory,Kilkenny,6043
2014,2,State Pension Non Contributory,Kilkenny,2176
2014,2,Widow(er)'s Contributory Pension,Kilkenny,2298
2014,2,State Pension Contributory,Laois,4023
2014,2,State Pension Non Contributory,Laois,1656
2014,2,Widow(er)'s Contributory Pension,Laois,1694
2014,2,State Pension Contributory,Leitrim,2173
2014,2,State Pension Non Contributory,Leitrim,1297
2014,2,Widow(er)'s Contributory Pension,Leitrim,961
2014,2,State Pension Contributory,Limerick,12797
2014,2,State Pension Non Contributory,Limerick,4135
2014,2,Widow(er)'s Contributory Pension,Limerick,4933
2014,2,State Pension Contributory,Longford,2453
2014,2,State Pension Non Contributory,Longford,1323
2014,2,Widow(er)'s Contributory Pension,Longford,1016
2014,2,State Pension Contributory,Louth,8344
2014,2,State Pension Non Contributory,Louth,2146
2014,2,Widow(er)'s Contributory Pension,Louth,2873
2014,2,State Pension Contributory,Mayo,8150
2014,2,State Pension Non Contributory,Mayo,5905
2014,2,Widow(er)'s Contributory Pension,Mayo,3426
2014,2,State Pension Contributory,Meath,9863
2014,2,State Pension Non Contributory,Meath,2549
2014,2,Widow(er)'s Contributory Pension,Meath,3789
2014,2,State Pension Contributory,Monaghan,3604
2014,2,State Pension Non Contributory,Monaghan,1995
2014,2,Widow(er)'s Contributory Pension,Monaghan,1463
2014,2,State Pension Contributory,Offaly,4552
2014,2,State Pension Non Contributory,Offaly,1609
2014,2,Widow(er)'s Contributory Pension,Offaly,1876
2014,2,State Pension Contributory,Roscommon,4039
2014,2,State Pension Non Contributory,Roscommon,2530
2014,2,Widow(er)'s Contributory Pension,Roscommon,1747
2014,2,State Pension Contributory,Sligo,4530
2014,2,State Pension Non Contributory,Sligo,1932
2014,2,Widow(er)'s Contributory Pension,Sligo,1729
2014,2,State Pension Contributory,Tipperary,10877
2014,2,State Pension Non Contributory,Tipperary,4494
2014,2,Widow(er)'s Contributory Pension,Tipperary,4430
2014,2,State Pension Contributory,Waterford,8039
2014,2,State Pension Non Contributory,Waterford,2463
2014,2,Widow(er)'s Contributory Pension,Waterford,3061
2014,2,State Pension Contributory,Westmeath,5417
2014,2,State Pension Non Contributory,Westmeath,1838
2014,2,Widow(er)'s Contributory Pension,Westmeath,2252
2014,2,State Pension Contributory,Wexford,9669
2014,2,State Pension Non Contributory,Wexford,3913
2014,2,Widow(er)'s Contributory Pension,Wexford,3710
2014,2,State Pension Contributory,Wicklow,9249
2014,2,State Pension Non Contributory,Wicklow,2001
2014,2,Widow(er)'s Contributory Pension,Wicklow,3217
2014,2,Household Benefits,Carlow,577
2014,2,Household Benefits,Carlow,706
2014,2,Rent Supplement,Carlow,1098
2014,2,Household Benefits,Cavan,735
2014,2,Household Benefits,Cavan,854
2014,2,Rent Supplement,Cavan,626
2014,2,Household Benefits,Clare,1167
2014,2,Household Benefits,Clare,1502
2014,2,Rent Supplement,Clare,1693
2014,2,Household Benefits,Cork,4590
2014,2,Household Benefits,Cork,7539
2014,2,Rent Supplement,Cork,8900
2014,2,Household Benefits,Donegal,1986
2014,2,Household Benefits,Donegal,1620
2014,2,Rent Supplement,Donegal,2118
2014,2,Household Benefits,Dublin,7987
2014,2,Household Benefits,Dublin,20155
2014,2,Rent Supplement,Dublin,27149
2014,2,Household Benefits,Galway,2154
2014,2,Household Benefits,Galway,2487
2014,2,Rent Supplement,Galway,3720
2014,2,Household Benefits,Kerry,1517
2014,2,Household Benefits,Kerry,1626
2014,2,Rent Supplement,Kerry,2005
2014,2,Household Benefits,Kildare,1179
2014,2,Household Benefits,Kildare,2206
2014,2,Rent Supplement,Kildare,3840
2014,2,Household Benefits,Kilkenny,782
2014,2,Household Benefits,Kilkenny,1114
2014,2,Rent Supplement,Kilkenny,1341
2014,2,Household Benefits,Laois,666
2014,2,Household Benefits,Laois,793
2014,2,Rent Supplement,Laois,1231
2014,2,Household Benefits,Leitrim,333
2014,2,Household Benefits,Leitrim,388
2014,2,Rent Supplement,Leitrim,449
2014,2,Household Benefits,Limerick,1816
2014,2,Household Benefits,Limerick,2632
2014,2,Rent Supplement,Limerick,2905
2014,2,Household Benefits,Longford,423
2014,2,Household Benefits,Longford,433
2014,2,Rent Supplement,Longford,611
2014,2,Household Benefits,Louth,973
2014,2,Household Benefits,Louth,1753
2014,2,Rent Supplement,Louth,2433
2014,2,Household Benefits,Mayo,1574
2014,2,Household Benefits,Mayo,1540
2014,2,Rent Supplement,Mayo,1752
2014,2,Household Benefits,Meath,1106
2014,2,Household Benefits,Meath,1935
2014,2,Rent Supplement,Meath,2161
2014,2,Household Benefits,Monaghan,542
2014,2,Household Benefits,Monaghan,683
2014,2,Rent Supplement,Monaghan,423
2014,2,Household Benefits,Offaly,708
2014,2,Household Benefits,Offaly,748
2014,2,Rent Supplement,Offaly,1178
2014,2,Household Benefits,Roscommon,648
2014,2,Household Benefits,Roscommon,759
2014,2,Rent Supplement,Roscommon,878
2014,2,Household Benefits,Sligo,571
2014,2,Household Benefits,Sligo,811
2014,2,Rent Supplement,Sligo,606
2014,2,Household Benefits,Tipperary,1768
2014,2,Household Benefits,Tipperary,2278
2014,2,Rent Supplement,Tipperary,2186
2014,2,Household Benefits,Waterford,1018
2014,2,Household Benefits,Waterford,1642
2014,2,Rent Supplement,Waterford,1554
2014,2,Household Benefits,Westmeath,720
2014,2,Household Benefits,Westmeath,894
2014,2,Rent Supplement,Westmeath,1646
2014,2,Household Benefits,Wexford,1497
2014,2,Household Benefits,Wexford,1937
2014,2,Rent Supplement,Wexford,3027
2014,2,Household Benefits,Wicklow,937
2014,2,Household Benefits,Wicklow,1926
2014,2,Rent Supplement,Wicklow,2177
2014,2,Maternity Benefit,Carlow,331
2014,2,One Parent Family Payment,Carlow,1085
2014,2,Jobseekers Allowance,Carlow,5774
2014,2,Jobseekers Benefit,Carlow,995
2014,2,Widows Non Contributory Pension,Carlow,20
2014,2,Maternity Benefit,Cavan,479
2014,2,One Parent Family Payment,Cavan,1015
2014,2,Jobseekers Allowance,Cavan,6342
2014,2,Jobseekers Benefit,Cavan,1215
2014,2,Widows Non Contributory Pension,Cavan,31
2014,2,Maternity Benefit,Clare,691
2014,2,One Parent Family Payment,Clare,1610
2014,2,Jobseekers Allowance,Clare,8779
2014,2,Jobseekers Benefit,Clare,2235
2014,2,Widows Non Contributory Pension,Clare,43
2014,2,Maternity Benefit,Cork,3598
2014,2,One Parent Family Payment,Cork,7791
2014,2,Jobseekers Allowance,Cork,32005
2014,2,Jobseekers Benefit,Cork,7855
2014,2,Widows Non Contributory Pension,Cork,156
2014,2,Maternity Benefit,Donegal,805
2014,2,One Parent Family Payment,Donegal,2982
2014,2,Jobseekers Allowance,Donegal,17737
2014,2,Jobseekers Benefit,Donegal,3134
2014,2,Widows Non Contributory Pension,Donegal,150
2014,2,Maternity Benefit,Dublin,8094
2014,2,One Parent Family Payment,Dublin,26747
2014,2,Jobseekers Allowance,Dublin,80296
2014,2,Jobseekers Benefit,Dublin,18488
2014,2,Widows Non Contributory Pension,Dublin,355
2014,2,Maternity Benefit,Galway,1744
2014,2,One Parent Family Payment,Galway,3080
2014,2,Jobseekers Allowance,Galway,17467
2014,2,Jobseekers Benefit,Galway,4354
2014,2,Widows Non Contributory Pension,Galway,130
2014,2,Maternity Benefit,Kerry,862
2014,2,One Parent Family Payment,Kerry,2122
2014,2,Jobseekers Allowance,Kerry,11888
2014,2,Jobseekers Benefit,Kerry,3471
2014,2,Widows Non Contributory Pension,Kerry,94
2014,2,Maternity Benefit,Kildare,1676
2014,2,One Parent Family Payment,Kildare,3405
2014,2,Jobseekers Allowance,Kildare,14729
2014,2,Jobseekers Benefit,Kildare,3946
2014,2,Widows Non Contributory Pension,Kildare,48
2014,2,Maternity Benefit,Kilkenny,697
2014,2,One Parent Family Payment,Kilkenny,1361
2014,2,Jobseekers Allowance,Kilkenny,7745
2014,2,Jobseekers Benefit,Kilkenny,1774
2014,2,Widows Non Contributory Pension,Kilkenny,21
2014,2,Maternity Benefit,Laois,582
2014,2,One Parent Family Payment,Laois,1381
2014,2,Jobseekers Allowance,Laois,7127
2014,2,Jobseekers Benefit,Laois,1436
2014,2,Widows Non Contributory Pension,Laois,37
2014,2,Maternity Benefit,Leitrim,216
2014,2,One Parent Family Payment,Leitrim,393
2014,2,Jobseekers Allowance,Leitrim,2819
2014,2,Jobseekers Benefit,Leitrim,649
2014,2,Widows Non Contributory Pension,Leitrim,14
2014,2,Maternity Benefit,Limerick,1129
2014,2,One Parent Family Payment,Limerick,3366
2014,2,Jobseekers Allowance,Limerick,14211
2014,2,Jobseekers Benefit,Limerick,2954
2014,2,Widows Non Contributory Pension,Limerick,74
2014,2,Maternity Benefit,Longford,224
2014,2,One Parent Family Payment,Longford,748
2014,2,Jobseekers Allowance,Longford,4038
2014,2,Jobseekers Benefit,Longford,704
2014,2,Widows Non Contributory Pension,Longford,27
2014,2,Maternity Benefit,Louth,778
2014,2,One Parent Family Payment,Louth,2646
2014,2,Jobseekers Allowance,Louth,12591
2014,2,Jobseekers Benefit,Louth,2185
2014,2,Widows Non Contributory Pension,Louth,38
2014,2,Maternity Benefit,Mayo,799
2014,2,One Parent Family Payment,Mayo,1676
2014,2,Jobseekers Allowance,Mayo,10083
2014,2,Jobseekers Benefit,Mayo,2443
2014,2,Widows Non Contributory Pension,Mayo,114
2014,2,Maternity Benefit,Meath,1588
2014,2,One Parent Family Payment,Meath,2554
2014,2,Jobseekers Allowance,Meath,12864
2014,2,Jobseekers Benefit,Meath,3469
2014,2,Widows Non Contributory Pension,Meath,39
2014,2,Maternity Benefit,Monaghan,443
2014,2,One Parent Family Payment,Monaghan,880
2014,2,Jobseekers Allowance,Monaghan,5193
2014,2,Jobseekers Benefit,Monaghan,1316
2014,2,Widows Non Contributory Pension,Monaghan,27
2014,2,Maternity Benefit,Offaly,483
2014,2,One Parent Family Payment,Offaly,1244
2014,2,Jobseekers Allowance,Offaly,7182
2014,2,Jobseekers Benefit,Offaly,1482
2014,2,Widows Non Contributory Pension,Offaly,22
2014,2,Maternity Benefit,Roscommon,408
2014,2,One Parent Family Payment,Roscommon,731
2014,2,Jobseekers Allowance,Roscommon,4647
2014,2,Jobseekers Benefit,Roscommon,1279
2014,2,Widows Non Contributory Pension,Roscommon,40
2014,2,Maternity Benefit,Sligo,433
2014,2,One Parent Family Payment,Sligo,996
2014,2,Jobseekers Allowance,Sligo,5232
2014,2,Jobseekers Benefit,Sligo,1342
2014,2,Widows Non Contributory Pension,Sligo,31
2014,2,Maternity Benefit,Tipperary,959
2014,2,One Parent Family Payment,Tipperary,2747
2014,2,Jobseekers Allowance,Tipperary,13149
2014,2,Jobseekers Benefit,Tipperary,2867
2014,2,Widows Non Contributory Pension,Tipperary,73
2014,2,Maternity Benefit,Waterford,691
2014,2,One Parent Family Payment,Waterford,2454
2014,2,Jobseekers Allowance,Waterford,10810
2014,2,Jobseekers Benefit,Waterford,2396
2014,2,Widows Non Contributory Pension,Waterford,29
2014,2,Maternity Benefit,Westmeath,577
2014,2,One Parent Family Payment,Westmeath,1481
2014,2,Jobseekers Allowance,Westmeath,7627
2014,2,Jobseekers Benefit,Westmeath,1651
2014,2,Widows Non Contributory Pension,Westmeath,33
2014,2,Maternity Benefit,Wexford,937
2014,2,One Parent Family Payment,Wexford,3147
2014,2,Jobseekers Allowance,Wexford,14820
2014,2,Jobseekers Benefit,Wexford,2961
2014,2,Widows Non Contributory Pension,Wexford,73
2014,2,Maternity Benefit,Wicklow,968
2014,2,One Parent Family Payment,Wicklow,2363
2014,2,Jobseekers Allowance,Wicklow,10208
2014,2,Jobseekers Benefit,Wicklow,2515
2014,2,Widows Non Contributory Pension,Wicklow,43
2014,3,Child Benefit,Carlow,8265
2014,3,Family Income Supplement,Carlow,827
2014,3,Child Benefit,Cavan,10231
2014,3,Family Income Supplement,Cavan,1178
2014,3,Child Benefit,Clare,15712
2014,3,Family Income Supplement,Clare,1265
2014,3,Child Benefit,Cork,68707
2014,3,Family Income Supplement,Cork,5479
2014,3,Child Benefit,Donegal,20240
2014,3,Family Income Supplement,Donegal,2365
2014,3,Child Benefit,Dublin,157791
2014,3,Family Income Supplement,Dublin,11794
2014,3,Child Benefit,Galway,31163
2014,3,Family Income Supplement,Galway,2417
2014,3,Child Benefit,Kerry,18057
2014,3,Family Income Supplement,Kerry,1577
2014,3,Child Benefit,Kildare,32169
2014,3,Family Income Supplement,Kildare,2213
2014,3,Child Benefit,Kilkenny,12988
2014,3,Family Income Supplement,Kilkenny,939
2014,3,Child Benefit,Laois,11897
2014,3,Family Income Supplement,Laois,1038
2014,3,Child Benefit,Leitrim,4078
2014,3,Family Income Supplement,Leitrim,356
2014,3,Child Benefit,Limerick,24389
2014,3,Family Income Supplement,Limerick,2103
2014,3,Child Benefit,Longford,5549
2014,3,Family Income Supplement,Longford,685
2014,3,Child Benefit,Louth,17934
2014,3,Family Income Supplement,Louth,1876
2014,3,Child Benefit,Mayo,15728
2014,3,Family Income Supplement,Mayo,1531
2014,3,Child Benefit,Meath,29248
2014,3,Family Income Supplement,Meath,2188
2014,3,Child Benefit,Monaghan,8039
2014,3,Family Income Supplement,Monaghan,954
2014,3,Child Benefit,Offaly,10564
2014,3,Family Income Supplement,Offaly,994
2014,3,Child Benefit,Roscommon,8097
2014,3,Family Income Supplement,Roscommon,734
2014,3,Child Benefit,Sligo,7996
2014,3,Family Income Supplement,Sligo,695
2014,3,Child Benefit,Tipperary,21351
2014,3,Family Income Supplement,Tipperary,1987
2014,3,Child Benefit,Waterford,15477
2014,3,Family Income Supplement,Waterford,1579
2014,3,Child Benefit,Westmeath,12053
2014,3,Family Income Supplement,Westmeath,1099
2014,3,Child Benefit,Wexford,21079
2014,3,Family Income Supplement,Wexford,2152
2014,3,Child Benefit,Wicklow,19706
2014,3,Family Income Supplement,Wicklow,1236
2014,3,Carers Allowance,Carlow,988
2014,3,Carers Benefit,Carlow,24
2014,3,Illness Benefit,Carlow,1549
2014,3,Disability Allowance,Carlow,1666
2014,3,Invalidity Pension,Carlow,932
2014,3,Carers Allowance,Cavan,973
2014,3,Carers Benefit,Cavan,41
2014,3,Illness Benefit,Cavan,1542
2014,3,Disability Allowance,Cavan,1591
2014,3,Invalidity Pension,Cavan,707
2014,3,Carers Allowance,Clare,1568
2014,3,Carers Benefit,Clare,37
2014,3,Illness Benefit,Clare,2046
2014,3,Disability Allowance,Clare,2816
2014,3,Invalidity Pension,Clare,1239
2014,3,Carers Allowance,Cork,6821
2014,3,Carers Benefit,Cork,242
2014,3,Illness Benefit,Cork,11657
2014,3,Disability Allowance,Cork,13668
2014,3,Invalidity Pension,Cork,7302
2014,3,Carers Allowance,Donegal,3285
2014,3,Carers Benefit,Donegal,66
2014,3,Illness Benefit,Donegal,2830
2014,3,Disability Allowance,Donegal,4817
2014,3,Invalidity Pension,Donegal,1561
2014,3,Carers Allowance,Dublin,11637
2014,3,Carers Benefit,Dublin,378
2014,3,Illness Benefit,Dublin,23099
2014,3,Disability Allowance,Dublin,27590
2014,3,Invalidity Pension,Dublin,13876
2014,3,Carers Allowance,Galway,3422
2014,3,Carers Benefit,Galway,137
2014,3,Illness Benefit,Galway,4289
2014,3,Disability Allowance,Galway,6380
2014,3,Invalidity Pension,Galway,1974
2014,3,Carers Allowance,Kerry,2433
2014,3,Carers Benefit,Kerry,79
2014,3,Illness Benefit,Kerry,2643
2014,3,Disability Allowance,Kerry,4271
2014,3,Invalidity Pension,Kerry,1537
2014,3,Carers Allowance,Kildare,2020
2014,3,Carers Benefit,Kildare,89
2014,3,Illness Benefit,Kildare,4324
2014,3,Disability Allowance,Kildare,3795
2014,3,Invalidity Pension,Kildare,2249
2014,3,Carers Allowance,Kilkenny,1262
2014,3,Carers Benefit,Kilkenny,40
2014,3,Illness Benefit,Kilkenny,1706
2014,3,Disability Allowance,Kilkenny,2290
2014,3,Invalidity Pension,Kilkenny,1001
2014,3,Carers Allowance,Laois,1102
2014,3,Carers Benefit,Laois,42
2014,3,Illness Benefit,Laois,1732
2014,3,Disability Allowance,Laois,2029
2014,3,Invalidity Pension,Laois,968
2014,3,Carers Allowance,Leitrim,569
2014,3,Carers Benefit,Leitrim,23
2014,3,Illness Benefit,Leitrim,744
2014,3,Disability Allowance,Leitrim,818
2014,3,Invalidity Pension,Leitrim,463
2014,3,Carers Allowance,Limerick,3073
2014,3,Carers Benefit,Limerick,74
2014,3,Illness Benefit,Limerick,4318
2014,3,Disability Allowance,Limerick,5754
2014,3,Invalidity Pension,Limerick,3148
2014,3,Carers Allowance,Longford,830
2014,3,Carers Benefit,Longford,26
2014,3,Illness Benefit,Longford,845
2014,3,Disability Allowance,Longford,1282
2014,3,Invalidity Pension,Longford,603
2014,3,Carers Allowance,Louth,1642
2014,3,Carers Benefit,Louth,41
2014,3,Illness Benefit,Louth,3234
2014,3,Disability Allowance,Louth,2965
2014,3,Invalidity Pension,Louth,1760
2014,3,Carers Allowance,Mayo,2448
2014,3,Carers Benefit,Mayo,64
2014,3,Illness Benefit,Mayo,2534
2014,3,Disability Allowance,Mayo,3694
2014,3,Invalidity Pension,Mayo,1407
2014,3,Carers Allowance,Meath,1776
2014,3,Carers Benefit,Meath,81
2014,3,Illness Benefit,Meath,4185
2014,3,Disability Allowance,Meath,2995
2014,3,Invalidity Pension,Meath,1716
2014,3,Carers Allowance,Monaghan,838
2014,3,Carers Benefit,Monaghan,22
2014,3,Illness Benefit,Monaghan,1236
2014,3,Disability Allowance,Monaghan,1304
2014,3,Invalidity Pension,Monaghan,558
2014,3,Carers Allowance,Offaly,1299
2014,3,Carers Benefit,Offaly,32
2014,3,Illness Benefit,Offaly,1704
2014,3,Disability Allowance,Offaly,1902
2014,3,Invalidity Pension,Offaly,1115
2014,3,Carers Allowance,Roscommon,1094
2014,3,Carers Benefit,Roscommon,50
2014,3,Illness Benefit,Roscommon,1268
2014,3,Disability Allowance,Roscommon,1676
2014,3,Invalidity Pension,Roscommon,820
