"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C01999V02434","ILO Economic Status","UNIT","VALUE"
"QLF01C01","Persons aged 15 years and over","19992","1999Q2","2","Female","09","Unemployed seeking part-time work","Thousand","17.4"
"QLF01C01","Persons aged 15 years and over","19992","1999Q2","2","Female","10","Not in labour force","Thousand","757.1"
"QLF01C01","Persons aged 15 years and over","19992","1999Q2","2","Female","11","Potential additional labour force","Thousand","14.3"
"QLF01C01","Persons aged 15 years and over","19992","1999Q2","2","Female","12","Others not in labour force","Thousand","742.8"
"QLF01C01","Persons aged 15 years and over","19992","1999Q2","2","Female","14","Unemployed seeking work as self-employed","Thousand","1.3"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","-","All ILO economic status","Thousand","2930.5"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","01","In labour force","Thousand","1849"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","02","In employment","Thousand","1746.8"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","03","In employment full-time","Thousand","1447.2"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","04","In employment part-time","Thousand","299.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","07","Unemployed","Thousand","102.2"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","81.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","09","Unemployed seeking part-time work","Thousand","17.2"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","10","Not in labour force","Thousand","1081.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","11","Potential additional labour force","Thousand","24.5"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","12","Others not in labour force","Thousand","1057.1"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","3.4"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","-","All ILO economic status","Thousand","1441.9"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","01","In labour force","Thousand","1097.1"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","02","In employment","Thousand","1039.4"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","03","In employment full-time","Thousand","954.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","04","In employment part-time","Thousand","84.8"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","07","Unemployed","Thousand","57.7"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","52.9"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","09","Unemployed seeking part-time work","Thousand","2.5"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","10","Not in labour force","Thousand","344.8"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","11","Potential additional labour force","Thousand","12.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","12","Others not in labour force","Thousand","332.2"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand","2.3"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","-","All ILO economic status","Thousand","1488.6"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","01","In labour force","Thousand","751.9"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","02","In employment","Thousand","707.4"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","03","In employment full-time","Thousand","492.5"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","04","In employment part-time","Thousand","214.8"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","07","Unemployed","Thousand","44.5"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","28.7"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","09","Unemployed seeking part-time work","Thousand","14.7"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","10","Not in labour force","Thousand","736.8"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","11","Potential additional labour force","Thousand","11.9"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","12","Others not in labour force","Thousand","724.9"
"QLF01C01","Persons aged 15 years and over","19993","1999Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","-","All ILO economic status","Thousand","2947.4"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","01","In labour force","Thousand","1813.9"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","02","In employment","Thousand","1723.1"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","03","In employment full-time","Thousand","1427.3"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","04","In employment part-time","Thousand","295.8"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","07","Unemployed","Thousand","90.8"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","69.6"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","17.9"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","10","Not in labour force","Thousand","1133.5"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","11","Potential additional labour force","Thousand","22.4"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","12","Others not in labour force","Thousand","1111.1"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","3.3"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","-","All ILO economic status","Thousand","1450.5"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","01","In labour force","Thousand","1077.3"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","02","In employment","Thousand","1026.1"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","03","In employment full-time","Thousand","946.4"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","04","In employment part-time","Thousand","79.7"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","07","Unemployed","Thousand","51.2"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","46.4"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","09","Unemployed seeking part-time work","Thousand","2.6"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","10","Not in labour force","Thousand","373.2"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","11","Potential additional labour force","Thousand","12.7"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","12","Others not in labour force","Thousand","360.5"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","2.2"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","-","All ILO economic status","Thousand","1496.8"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","01","In labour force","Thousand","736.6"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","02","In employment","Thousand","696.9"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","03","In employment full-time","Thousand","480.9"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","04","In employment part-time","Thousand","216.1"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","07","Unemployed","Thousand","39.6"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","23.2"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","09","Unemployed seeking part-time work","Thousand","15.3"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","10","Not in labour force","Thousand","760.3"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","11","Potential additional labour force","Thousand","9.7"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","12","Others not in labour force","Thousand","750.6"
"QLF01C01","Persons aged 15 years and over","19994","1999Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","-","All ILO economic status","Thousand","2954.2"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","01","In labour force","Thousand","1813.2"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","02","In employment","Thousand","1726.8"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","03","In employment full-time","Thousand","1427.8"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","04","In employment part-time","Thousand","299"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","05","In employment part-time - not underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","06","In employment part-time - underemployed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","07","Unemployed","Thousand","86.4"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","65.5"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","09","Unemployed seeking part-time work","Thousand","17.2"
"QLF01C01","Persons aged 15 years and over","20001","2000Q1","-","Both sexes","10","Not in labour force","Thousand","1141"
